rank,finalWorthInMillions,companyCategory,personName,age,city,source,countryOfCitizenship,selfMade,inherited,gender,birthDate
1905,1500,Finance & Investments,Stephen Jarislowsky,97,Montreal,Money management,Canada,True,No,M,1925-09-09 00:00:00
1905,1500,Healthcare,Rajeev Juneja,57,Delhi,Phamaceuticals,India,True,Yes,M,1965-07-28 00:00:00
1905,1500,Healthcare,Ramesh Juneja,67,Delhi,Pharmaceuticals,India,True,Yes,M,1955-07-28 00:00:00
1905,1500,Diversified,Ke Xiping & family,62,Xiamen,Investments,China,True,Unknown,M,1960-06-07 00:00:00
1905,1500,Diversified,Kim Jun-ki,78,Seoul,Diversified,South Korea,True,Yes,M,1944-12-04 00:00:00
1905,1500,Fashion & Retail,Sidney Kimmel,95,New York,Retail,United States,True,Unknown,M,1928-01-16 00:00:00
1905,1500,Food & Beverage,Jim Koch,73,Newton,Beer,United States,True,No,M,1949-05-27 00:00:00
1905,1500,Real Estate,Raj Kumar,68,Singapore,"Real estate, hotels",Singapore,True,Yes,M,1954-05-25 00:00:00
1905,1500,Diversified,Spiro Latsis & family,76,Geneva,"Banking, shipping",Greece,False,Unknown,M,1946-08-15 00:00:00
1905,1500,Manufacturing,Peter Leibinger,56,Schwieberdingen,Machine tools,Germany,False,No,M,1967-01-01 00:00:00
1905,1500,Manufacturing,Regine Leibinger,60,Berlin,Machine tools,Germany,False,No,F,1963-01-01 00:00:00
1905,1500,Manufacturing,Nicola Leibinger-Kammueller,63,Berlin,Manufacturing,Germany,False,No,F,1959-12-15 00:00:00
1905,1500,Manufacturing,Li Jianli,50,Shenzhen,Lithium-ion battery cap,China,True,No,M,1972-09-27 00:00:00
1905,1500,Manufacturing,Li Jiaquan,59,Chengdu,Chemicals,China,True,No,M,1963-09-06 00:00:00
1905,1500,Fashion & Retail,Li Rucheng,71,Ningbo,Apparel,China,True,No,M,1951-06-13 00:00:00
1905,1500,Manufacturing,Li Shui-po,66,Kunshan,Stainless steel products,Taiwan,True,Yes,M,1956-08-01 00:00:00
1905,1500,Technology,Scott Lin,90,Taichung,Optical components,Taiwan,True,Yes,M,1933-01-01 00:00:00
1905,1500,Manufacturing,Liu Xiucai & family,66,Shanghai,Chemicals,United States,True,No,M,1957-03-01 00:00:00
1905,1500,Automotive,Lu Zhongfang,80,Tonghua,Education,China,True,No,F,1942-12-01 00:00:00
1905,1500,Logistics,Lu Zongjun,59,Shanghai,Logistics,China,True,No,M,1963-06-01 00:00:00
1905,1500,Diversified,Youssef Mansour,77,Cairo,Diversified,Egypt,True,Unknown,M,1945-05-21 00:00:00
1905,1500,Real Estate,Bruce Mathieson,79,Gold Coast,Hotels,Australia,True,No,M,1944-02-14 00:00:00
1905,1500,Diversified,Romano Minozzi,88,Spilamberto,"Utilities, diversified",Italy,True,No,M,1935-03-06 00:00:00
1905,1500,Finance & Investments,Greg Mondre,48,New York,Private equity,United States,True,Unknown,M,1974-05-20 00:00:00
1905,1500,Fashion & Retail,Mario Moretti Polegato & family,70,Crocetta del Montello,Shoes,Italy,True,No,M,1952-08-16 00:00:00
1905,1500,Service,Robert Mouawad,78,Manama,Fine jewelry,Lebanon,False,Unknown,M,1945-01-01 00:00:00
1905,1500,Logistics,Jerry Moyes & family,79,Tolleson,Transportation,United States,True,Yes,M,1944-01-15 00:00:00
1905,1500,Technology,John Ocampo,63,Los Altos,Semiconductors,United States,True,Yes,M,1959-04-05 00:00:00
1905,1500,Diversified,Stefan Olsson,74,London,Diversified,Sweden,False,Yes,M,1949-01-01 00:00:00
1905,1500,Energy,Rubens Ometto Silveira Mello,73,Sao Paulo,"Sugar, ethanol",Brazil,False,No,M,1950-01-01 00:00:00
1905,1500,Finance & Investments,Anne Marie See Pastor,0,,Finance,Peru,False,Yes,F,
1905,1500,Finance & Investments,George Pastor,0,,Finance,Peru,False,Yes,M,
1905,1500,Finance & Investments,Nelson Peltz,80,Bedford,Investments,United States,True,No,M,1942-06-01 00:00:00
1905,1500,Construction & Engineering,David Penaloza Alanis,49,Mexico City,Toll roads,Mexico,False,Yes,M,1974-01-01 00:00:00
1905,1500,Fashion & Retail,Karl-Johan Persson,48,Stockholm,H&M,Sweden,False,Unknown,M,1975-03-25 00:00:00
1905,1500,Food & Beverage,Mike Repole,55,Windermere,Sports drink,United States,True,Unknown,M,1968-01-21 00:00:00
1905,1500,Food & Beverage,Duke Reyes,66,Palm Beach,Beer distribution,United States,False,Yes,M,1957-03-23 00:00:00
1905,1500,Real Estate,Kishin RK,39,Singapore,"Real estate, hotels",Singapore,False,Yes,M,1983-05-05 00:00:00
1905,1500,Finance & Investments,Carlos Rodriguez-Pastor,63,Lima,Finance,Peru,False,Yes,M,1959-04-11 00:00:00
1905,1500,Finance & Investments,Christopher Rokos,52,London,Hedge fund,United Kingdom,True,Unknown,M,1970-09-21 00:00:00
1905,1500,Service,John Ruiz,56,Coral Gables,Healthcare services,United States,True,Unknown,M,1967-01-07 00:00:00
1905,1500,Technology,Sheryl Sandberg,53,Menlo Park,Facebook,United States,True,No,F,1969-08-28 00:00:00
1905,1500,Automotive,Amnon Shashua,62,Kfar Shmaryahu,Automotive technology,Israel,True,Unknown,M,1960-05-26 00:00:00
1905,1500,Media & Entertainment,Ben Silbermann,40,San Francisco,Social media,United States,True,Yes,M,1982-07-14 00:00:00
1905,1500,Fashion & Retail,Ron Sim,64,Singapore,retail,Singapore,True,Yes,M,1958-12-01 00:00:00
1905,1500,Finance & Investments,Leonid Simanovsky,73,Moscow,Investments,Russia,True,Unknown,M,1949-07-19 00:00:00
1905,1500,Healthcare,Basudeo Singh,82,Mumbai,Pharmaceuticals,India,True,No,M,1940-11-20 00:00:00
1905,1500,Technology,Frank Slootman,64,Pleasanton,Software,United States,True,No,M,1958-10-03 00:00:00
1905,1500,Real Estate,Terry Snow,79,Canberra,"Airports, real estate",Australia,True,Yes,M,1943-12-23 00:00:00
1905,1500,Real Estate,Axel Stawski,72,Sagaponack,Real estate,United States,True,Yes,M,1950-11-14 00:00:00
1905,1500,Finance & Investments,Thomas Steyer,65,San Francisco,Hedge funds,United States,True,Unknown,M,1957-06-27 00:00:00
1905,1500,Fashion & Retail,Sergei Studennikov & family,56,Moscow,"Liquor stores, supermarkets",Russia,True,Unknown,M,1967-03-24 00:00:00
1905,1500,Real Estate,Su Suyu & family,74,Shantou,"Utilities, real estate",China,True,No,F,1948-11-24 00:00:00
1905,1500,Technology,Kevin Systrom,39,San Francisco,Instagram,United States,True,Unknown,M,1983-12-30 00:00:00
1905,1500,Food & Beverage,Tan Lili,0,Guangzhou,Feed,China,True,No,F,
1905,1500,Food & Beverage,Tang Binsen,40,Beijing,Beverages,China,True,Unknown,M,1982-12-12 00:00:00
1905,1500,Technology,Tang Rui,0,Shanghai,Semiconductors,China,True,Unknown,M,
1905,1500,Manufacturing,Prachak Tangkaravakoon,79,Bangkok,Paints,Thailand,True,Yes,M,1944-03-26 00:00:00
1905,1500,Healthcare,Jeff Tangney,50,Palo Alto,Healthcare IT,United States,True,No,M,1972-08-09 00:00:00
1905,1500,Fashion & Retail,Yuequn Tao,63,Hefei,Contact Lens,China,True,No,M,1960-01-01 00:00:00
1905,1500,Telecom,David Teoh,67,Sydney,Telecom,Australia,True,No,M,1956-01-01 00:00:00
1905,1500,Manufacturing,Carmen Thyssen,79,,"Investments, art",Spain,False,Yes,F,1943-04-23 00:00:00
1905,1500,Automotive,Tran Ba Duong & family,63,Ho Chi Minh City,Automotive,Vietnam,True,No,M,1960-04-01 00:00:00
1905,1500,Telecom,Kenny Troutt,75,Dallas,Telecom,United States,True,Unknown,M,1948-01-08 00:00:00
1905,1500,Gambling & Casinos,Jens von Bahr,52,Stockholm,Gambling products,Sweden,True,Yes,M,1971-02-22 00:00:00
1905,1500,Healthcare,Wang Junmin,54,Chengdu,Pharmaceuticals,China,True,Yes,M,1968-12-12 00:00:00
1905,1500,Healthcare,Weng Xianding,61,Shenzhen,Medical devices,China,True,Yes,M,1961-11-28 00:00:00
1905,1500,Energy,Farris Wilks,71,Cisco,Natural gas,United States,True,Yes,M,1952-02-09 00:00:00
1905,1500,Real Estate,Gordon Wu,87,Hong Kong,Real estate,Hong Kong,True,No,M,1935-12-03 00:00:00
1905,1500,Technology,Xiong Wu,47,Shenzhen,Software,China,True,Unknown,M,1976-01-01 00:00:00
1905,1500,Media & Entertainment,Xu Zhenhua,0,Shanghai,Online games,China,True,Unknown,M,
1905,1500,Technology,Xu Zhihan,50,Wuxi,Electronics,China,True,No,M,1972-11-30 00:00:00
1905,1500,Food & Beverage,Tingdong Yang,62,Suqian,Brewery,China,True,No,M,1960-05-20 00:00:00
1905,1500,Service,Michael Minhong Yu,61,Beijing,Education,China,True,Unknown,M,1962-01-01 00:00:00
1905,1500,Media & Entertainment,Justin Yuan,0,Shanghai,Online games,China,True,Unknown,M,
1905,1500,Service,Zhang Bangxin,43,Beijing,Education,China,True,Unknown,M,1980-01-01 00:00:00
1905,1500,Energy,Zhang Hong,0,Hangzhou,Solar,China,True,Yes,F,
1905,1500,Fashion & Retail,Zhou Zongwen & family,66,Shenzhen,Jewelry,China,True,No,M,1957-03-01 00:00:00
2020,1400,Diversified,Antti Aarnio-Wihuri,83,Helsinki,Diversified,Finland,False,No,M,1940-02-24 00:00:00
2020,1400,Finance & Investments,Alberto Alcocer,80,Madrid,Investments,Spain,True,Yes,M,1942-12-07 00:00:00
2020,1400,Fashion & Retail,Nigel Austin,52,Melbourne,Retail,Australia,True,No,M,1970-09-25 00:00:00
2020,1400,Technology,Binny Bansal,40,Singapore,Flipkart,India,True,Yes,M,1982-12-03 00:00:00
2020,1400,Healthcare,Girdhari Lal Bawri,75,Mumbai,Pharmaceuticals,India,True,No,M,1947-08-03 00:00:00
2020,1400,Diversified,John Bloor,79,Aberdyfi,"Real estate, manufacturing",United Kingdom,True,No,M,1943-06-16 00:00:00
2020,1400,Energy,Vladimir Bogdanov,71,Surgut,Oil,Russia,True,Unknown,M,1951-05-28 00:00:00
2020,1400,Food & Beverage,Amit Burman,53,Delhi,Consumer goods,India,False,No,M,1969-07-01 00:00:00
2020,1400,Metals & Mining,Cai Jianyong,52,Ningbo,Nickel,China,True,Unknown,M,1971-01-01 00:00:00
2020,1400,Technology,Steve Case,64,McLean,AOL,United States,True,No,M,1958-08-21 00:00:00
2020,1400,Technology,Chen Wenyuan & family,55,Suzhou,Testing equipment,China,True,Unknown,M,1968-01-01 00:00:00
2020,1400,Real Estate,Chua Thian Poh,74,Singapore,Real estate,Singapore,True,Yes,M,1948-07-11 00:00:00
2020,1400,Finance & Investments,Sasson Dayan & family,83,Sao Paulo,Banking,Brazil,True,Yes,M,1940-04-01 00:00:00
2020,1400,Metals & Mining,Chris Ellison,65,Perth,Mining,Australia,True,Unknown,M,1957-06-26 00:00:00
2020,1400,Manufacturing,John Farber,97,New York,Chemicals,United States,True,No,M,1925-08-23 00:00:00
2020,1400,Finance & Investments,J. Christopher Flowers,65,Palm Beach,Investments,United States,True,Yes,M,1957-10-27 00:00:00
2020,1400,Fashion & Retail,Reinold Geiger,75,Geneva,Beauty products,Austria,True,No,M,1947-07-10 00:00:00
2020,1400,Technology,Ali Ghodsi,44,San Francisco,Data analytics,Sweden,True,No,M,1978-12-08 00:00:00
2020,1400,Diversified,Lance Gokongwei,55,Manila,Diversified,Philippines,False,No,M,1967-12-01 00:00:00
2020,1400,Food & Beverage,Guan Yihong,53,Guangzhou,Restaurant,China,True,Yes,M,
2020,1400,Manufacturing,Rajinder Gupta,64,Ludhiana,"Textiles, paper",India,True,No,M,1959-01-02 00:00:00
2020,1400,Service,Torstein Hagen,80,Lucerne,Cruises,Norway,True,No,M,1943-02-18 00:00:00
2020,1400,Construction & Engineering,Ayman Hariri,44,Paris,"Construction, investments",Lebanon,False,Unknown,M,1978-05-16 00:00:00
2020,1400,Finance & Investments,Alfredo Harp Helu & family,79,Mexico City,"Banking, investments",Mexico,True,Yes,M,1944-03-11 00:00:00
2020,1400,Automotive,He Xiaopeng,45,Guangzhou,Electric vehicles,China,True,No,M,1977-11-03 00:00:00
2020,1400,Fashion & Retail,Christoph Henkel,65,London,Consumer goods,Germany,False,Unknown,M,1958-02-11 00:00:00
2020,1400,Fashion & Retail,Daniel Hirschfeld,81,Kearney,Fashion retail,United States,False,Unknown,M,1941-05-31 00:00:00
2020,1400,Technology,Drew Houston,40,Austin,Cloud storage service,United States,True,No,M,1983-03-04 00:00:00
2020,1400,Manufacturing,Huang Jinxiang & family,58,Xuancheng,Chemicals,China,True,Yes,M,1965-01-27 00:00:00
2020,1400,Manufacturing,Rameshchandra Jain,74,Mumbai,Textiles,India,True,Yes,M,1948-06-22 00:00:00
2020,1400,Healthcare,Ke Zunhong & family,68,Chengdu,Pharmaceuticals,China,True,No,M,1954-07-01 00:00:00
2020,1400,Media & Entertainment,Kim Taek-jin,56,Seoul,Online games,South Korea,True,No,M,1967-03-14 00:00:00
2020,1400,Real Estate,Koh Wee Meng,59,Singapore,"Real estate, hotels",Singapore,True,Yes,M,1963-07-01 00:00:00
2020,1400,Manufacturing,Sergei Kolesnikov,51,Moscow,Building materials,Russia,True,Yes,M,1972-02-25 00:00:00
2020,1400,Finance & Investments,Hemendra Kothari,76,Mumbai,Financial services,India,False,No,M,1946-08-26 00:00:00
2020,1400,Finance & Investments,Sebastian Kulczyk,42,,Diversified,Poland,False,Unknown,M,1980-11-16 00:00:00
2020,1400,Real Estate,Kwee Liong Keng,77,Singapore,Real estate,Singapore,False,Yes,M,1946-01-01 00:00:00
2020,1400,Real Estate,Kwee Liong Phing,65,Singapore,Real estate,Singapore,False,Yes,M,1958-01-01 00:00:00
2020,1400,Real Estate,Kwee Liong Seen,70,Singapore,Real estate,Singapore,False,Yes,M,1953-01-01 00:00:00
2020,1400,Real Estate,Kwee Liong Tek,76,Singapore,Real estate,Singapore,False,Yes,M,1947-01-01 00:00:00
2020,1400,Diversified,Kwek Leng Keow,71,Singapore,Diversified,Singapore,False,Unknown,M,1952-01-01 00:00:00
2020,1400,Diversified,Kwek Leng Peck,67,Singapore,Diversified,Singapore,False,Yes,M,1956-01-01 00:00:00
2020,1400,Real Estate,Raymond Kwok,69,Hong Kong,Real estate,Hong Kong,False,Yes,M,1953-04-10 00:00:00
2020,1400,Diversified,Lee Ho-jin,60,Seoul,Diversified,South Korea,False,Yes,M,1962-12-08 00:00:00
2020,1400,Finance & Investments,Michael Lee-Chin,72,Burlington,Mutual funds,Canada,True,No,M,1951-01-03 00:00:00
2020,1400,Service,Manfredi Lefebvre d'Ovidio & family,69,Monte Carlo,Cruises,Italy,False,No,M,1953-04-30 00:00:00
2020,1400,Fashion & Retail,Bernard Lewis & family,97,London,Fashion retailer,United Kingdom,True,Yes,M,1926-02-10 00:00:00
2020,1400,Metals & Mining,Li Jinyang,0,Chifeng,Mining,China,False,No,F,
2020,1400,Automotive,William Li,48,Beijing,Electric vehicles,China,True,No,M,1975-01-01 00:00:00
2020,1400,Manufacturing,Jenny Lindén Urnes,52,Helsingborg,Powdered metal,Sweden,False,Unknown,F,1971-03-29 00:00:00
2020,1400,Healthcare,Liu Fangyi,53,Shanghai,Medical equipment,China,True,No,M,
2020,1400,Technology,K.C. Liu,69,Taipei,Manufacturing,Taiwan,True,No,M,1954-03-20 00:00:00
2020,1400,Manufacturing,Liu Ming Chung,60,Hong Kong,Paper,Brazil,True,No,M,1963-01-01 00:00:00
2020,1400,Metals & Mining,Anatoly Lomakin,70,Moscow,Investments,Russia,True,Unknown,M,1952-06-30 00:00:00
2020,1400,Food & Beverage,Brandt Louie,79,Vancouver,Drugstores,Canada,False,No,M,1943-07-05 00:00:00
2020,1400,Diversified,Lucia Maggi & family,90,Rondonopolis,Agribusiness,Brazil,True,Yes,F,1932-07-20 00:00:00
2020,1400,Media & Entertainment,Gary Magness,69,Denver,"Cable TV, investments",United States,False,Unknown,M,1954-02-26 00:00:00
2020,1400,Technology,Mao Lixiang & family,82,Ningbo,Cooking appliances,China,True,No,M,1941-01-01 00:00:00
2020,1400,Manufacturing,David McMurtry,82,Wotton-under-Edge,Manufacturing,United Kingdom,True,No,M,1940-05-03 00:00:00
2020,1400,Manufacturing,Deepak Mehta,66,Vadodara,Chemicals,India,False,No,M,1956-12-12 00:00:00
2020,1400,Real Estate,Miao Shouliang,68,Shenzhen,Real estate,China,True,No,M,1955-01-01 00:00:00
2020,1400,Healthcare,Miao Yongjun,55,Zhengzhou,Clinical diagnostics,China,True,Yes,M,1967-12-01 00:00:00
2020,1400,Real Estate,Yoshiko Mori,82,Tokyo,Real estate,Japan,False,Yes,F,1940-09-24 00:00:00
2020,1400,Technology,Marius Nacht,57,Tel Aviv,Software,Israel,True,Unknown,M,1966-01-01 00:00:00
2020,1400,Healthcare,Tadako Nakatani,0,Kobe,Medical diagnostic equipment,Japan,False,No,F,
2020,1400,Metals & Mining,Vadim Novinsky,59,Kiev,Steel,Ukraine,True,Yes,M,1963-06-03 00:00:00
2020,1400,Finance & Investments,Niti Osathanugrah,49,Bangkok,"Energy drinks,investments",Thailand,False,No,M,1973-10-18 00:00:00
2020,1400,Finance & Investments,Gretel Packer,57,Sydney,Investments,Australia,False,No,F,1966-04-01 00:00:00
2020,1400,Manufacturing,Pan Longquan,58,Nanjing,Manufacturing,China,True,Unknown,M,1965-01-01 00:00:00
2020,1400,Real Estate,Pan Shiyi,60,Beijing,Real estate,China,True,Yes,M,1963-01-01 00:00:00
2020,1400,Healthcare,David Paul,56,Audubon,Medical devices,United States,True,No,M,1966-12-25 00:00:00
2020,1400,Fashion & Retail,Tom Persson,38,Stockholm,H&M,Sweden,False,No,M,1985-01-01 00:00:00
2020,1400,Automotive,Qian Jinghong,50,Wuxi,Electric scooters,China,True,Unknown,F,1973-01-01 00:00:00
2020,1400,Manufacturing,Qin Long,57,Qingdao,Tire,China,True,No,M,1965-07-01 00:00:00
2020,1400,Healthcare,M.Satyanarayana Reddy,65,Hyderabad,Pharmaceuticals,India,True,No,M,1957-04-18 00:00:00
2020,1400,Diversified,Mochtar Riady & family,93,Jakarta,Diversified,Indonesia,True,No,M,1929-05-12 00:00:00
2020,1400,Fashion & Retail,Rihanna,35,Los Angeles,"Music, cosmetics",Barbados,True,No,F,1988-02-20 00:00:00
2020,1400,Construction & Engineering,Boris Rotenberg,66,Moscow,"Construction, pipes, chemicals",Russia,True,Yes,M,1957-01-03 00:00:00
2020,1400,Real Estate,Subhash Runwal,79,Mumbai,Real estate,India,True,Unknown,M,1943-05-22 00:00:00
2020,1400,Manufacturing,Igor Rybakov,50,Moscow,Building materials,Russia,True,Yes,M,1972-05-16 00:00:00
2020,1400,Healthcare,Carlos Sanchez,61,Santo Andre,Generic drugs,Brazil,False,Unknown,M,1962-01-21 00:00:00
2020,1400,Real Estate,Martin Selig,85,Seattle,Real estate,United States,True,Unknown,M,1937-12-31 00:00:00
2020,1400,Energy,Airat Shaimiev,61,Kazan,"Refinery, chemicals",Russia,True,Yes,M,1962-03-07 00:00:00
2020,1400,Energy,Radik Shaimiev,58,Kazan,"Refinery, chemicals",Russia,True,Yes,M,1964-11-14 00:00:00
2020,1400,Fashion & Retail,Nobutoshi Shimamura,97,Saitama,Retail,Japan,True,Yes,M,1926-03-08 00:00:00
2020,1400,Technology,Jared Smith,48,Provo,Cloud computing,United States,True,Unknown,M,1974-10-02 00:00:00
2020,1400,Fashion & Retail,Charlotte Soderstrom,46,Stockholm,H&M,Sweden,False,No,F,1977-01-01 00:00:00
2020,1400,Healthcare,Anand Surana,52,Bangalore,Pharmaceuticals,India,False,No,M,1971-03-24 00:00:00
2020,1400,Healthcare,Dilip Surana,57,Bangalore,Pharmaceuticals,India,False,No,M,1966-01-18 00:00:00
2020,1400,Finance & Investments,Wilma Tisch,95,New York,Diversified,United States,False,No,F,1927-06-25 00:00:00
2020,1400,Technology,Jianyi Wang,60,Hangzhou,Fiber optic cables,China,True,Yes,M,1963-01-12 00:00:00
2020,1400,Logistics,Wang Jilei,58,Shanghai,Logistics,China,True,Yes,M,1965-01-01 00:00:00
2020,1400,Manufacturing,Shuifu Wang,68,Hangzhou,Manufacturing,China,True,No,M,1955-02-10 00:00:00
2020,1400,Manufacturing,Wang Yanqing & family,76,Weihai,Carbon fiber products,China,False,No,F,1946-07-02 00:00:00
2020,1400,Metals & Mining,Wang Zelong,26,Jiaozuo,Chemicals,China,False,No,M,1996-07-01 00:00:00
2020,1400,Manufacturing,Werner O. Weber,84,Zurich,Electronic components,Switzerland,True,Unknown,M,1939-02-09 00:00:00
2020,1400,Manufacturing,Anne Werninghaus,37,Joinville,Industrial machinery,Brazil,False,Yes,F,1986-01-01 00:00:00
2020,1400,Finance & Investments,"Alfred West, Jr.",80,Paoli,Money management,United States,True,Yes,M,1942-12-07 00:00:00
2020,1400,Manufacturing,Bo Wu,68,Nanjing,Machinery,China,True,Unknown,M,1954-05-01 00:00:00
2020,1400,Manufacturing,Wu Chaoqun,53,Meishan,Chemicals,China,True,Yes,M,1969-05-18 00:00:00
2020,1400,Technology,Swift Xie,43,Shenzhen,Drones,China,True,Unknown,M,1980-01-01 00:00:00
2020,1400,Manufacturing,Xu Guozhong & family,59,Changzhou,Motors,China,True,No,M,1963-09-01 00:00:00
2020,1400,Food & Beverage,Yao Kuizhang,58,Hengshui,Beverages,China,True,No,M,1965-01-01 00:00:00
2020,1400,Real Estate,Yu Peidi,63,Shanghai,Real estate,Hong Kong,True,No,M,1960-01-01 00:00:00
2020,1400,Healthcare,Yuan Liping,52,Shenzhen,Pharmaceuticals,Canada,False,No,F,1971-01-01 00:00:00
2020,1400,Manufacturing,Zhang Chuanwei & family,60,Zhongshan,Machinery,China,True,No,M,1962-06-15 00:00:00
2020,1400,Real Estate,Zhang Keqiang,62,Guangzhou,Real estate,China,True,No,M,1960-04-29 00:00:00
2020,1400,Real Estate,Zhang Xin,57,Beijing,Real estate,China,True,Yes,F,1965-08-24 00:00:00
2020,1400,Manufacturing,Xinghai Zhang & family,60,Chongqing,Machinery,China,True,No,M,1963-01-01 00:00:00
2020,1400,Manufacturing,Zheng Jianjiang & family,62,Ningbo,Electrical equipment,China,True,No,M,1961-01-01 00:00:00
2020,1400,Real Estate,Zhong Sheng Jian,65,Singapore,Real estate,Singapore,True,No,M,1958-03-03 00:00:00
2020,1400,Fashion & Retail,Zhou Chengjian,57,Shanghai,Fashion retail,China,True,No,M,1965-04-30 00:00:00
2020,1400,Diversified,Boris Zingarevich,63,Saint Petersburg,"Pulp and paper, diversified",Russia,True,Unknown,M,1959-07-08 00:00:00
2133,1300,Automotive,A. Jayson Adair,53,Dallas,Damaged cars,United States,True,Yes,M,1969-10-16 00:00:00
2133,1300,Logistics,Soegiarto Adikoesoemo,85,Surabaya,Chemicals,Indonesia,True,Unknown,M,1938-03-24 00:00:00
2133,1300,Healthcare,Rajendra Agarwal,64,Mumbai,Pharmaceuticals,India,True,No,M,1959-02-25 00:00:00
2133,1300,Healthcare,Chirayu Amin,76,Baroda,Pharmaceuticals,India,False,No,M,1946-12-04 00:00:00
2133,1300,Real Estate,Anant Asavabhokhin,72,Bangkok,Real estate,Thailand,True,Unknown,M,1950-08-11 00:00:00
2133,1300,Finance & Investments,Roman Avdeev,55,Moscow,"Banking, development",Russia,True,Unknown,M,1967-07-17 00:00:00
2133,1300,Automotive,Ziv Aviram,64,Mevaseret Zion,Automotive technology,Israel,True,No,M,1959-01-03 00:00:00
2133,1300,Fashion & Retail,Sachin Bansal,41,Bangalore,Flipkart,India,True,Unknown,M,1981-08-05 00:00:00
2133,1300,Energy,Kiki Barki,83,Jakarta,Coal,Indonesia,True,No,M,1939-11-25 00:00:00
2133,1300,Construction & Engineering,Elena Baturina,60,London,"Investments, real estate",Russia,True,No,F,1963-03-08 00:00:00
2133,1300,Healthcare,Banwari Lal Bawri,70,Mumbai,Pharmaceuticals,India,True,No,M,1953-04-02 00:00:00
2133,1300,Finance & Investments,Othman Benjelloun & family,90,Casablanca,"Banking, insurance",Morocco,False,Unknown,M,1932-11-01 00:00:00
2133,1300,Diversified,Hari Bhartia,66,Delhi,Diversified,India,False,No,M,1956-12-12 00:00:00
2133,1300,Healthcare,Shyam Bhartia,70,Delhi,"Pharmaceuticals, food",India,False,No,M,1952-11-09 00:00:00
2133,1300,Technology,Stewart Butterfield,50,Aspen,Messaging software,Canada,True,No,M,1973-03-21 00:00:00
2133,1300,Technology,Cai Mingtong,71,Quanzhou,Electronic components,China,True,No,M,1952-02-15 00:00:00
2133,1300,Technology,Anthony Casalena,40,Monkton,Software,United States,True,Unknown,M,1982-04-24 00:00:00
2133,1300,Manufacturing,Chang Jianming & family,58,Shanghai,Industrial equipment,China,True,Unknown,M,1965-02-11 00:00:00
2133,1300,Real Estate,Richard Chang,76,Taipei,"Real estate, electronics",Taiwan,True,No,M,1947-01-01 00:00:00
2133,1300,Metals & Mining,Chen Xuehua,62,Tongxiang,Minerals processing,China,True,No,M,1961-01-01 00:00:00
2133,1300,Manufacturing,Chen Yin,50,Shanghai,Power tools,China,True,Unknown,M,1973-01-01 00:00:00
2133,1300,Automotive,Chin Jong Hwa,64,Taoyuan,Auto parts,Taiwan,True,No,M,1958-06-01 00:00:00
2133,1300,Telecom,R. Marcelo Claure,52,Miami Beach,Cell phone distribution,United States,True,Unknown,M,1970-12-09 00:00:00
2133,1300,Finance & Investments,Alberto Cortina,77,Madrid,Investments,Spain,True,Unknown,M,1946-01-20 00:00:00
2133,1300,Real Estate,Eduardo Costantini,76,Buenos Aires,Real estate,Argentina,True,No,M,1946-09-17 00:00:00
2133,1300,Food & Beverage,Wenjun Dai,54,Changsha,Food,China,True,No,M,1968-08-12 00:00:00
2133,1300,Technology,Anand Deshpande,60,Pune,Technology,India,True,Unknown,M,1962-05-01 00:00:00
2133,1300,Media & Entertainment,Aydin Dogan,86,Istanbul,Media,Turkey,True,Yes,M,1936-04-15 00:00:00
2133,1300,Finance & Investments,Annalisa Doris,52,Segrate,Financial services,Italy,False,Unknown,F,1970-05-07 00:00:00
2133,1300,Finance & Investments,Massimo Doris,55,Milan,Financial services,Italy,False,Unknown,M,1967-06-09 00:00:00
2133,1300,Healthcare,Weimin Du,59,Shenzhen,Vaccines,China,True,No,M,1963-12-01 00:00:00
2133,1300,Energy,Timothy Dunn & family,67,Midland,Energy,United States,True,Unknown,M,1955-12-18 00:00:00
2133,1300,Media & Entertainment,Keiko Erikawa,74,Yokohama City,Video games,Japan,True,Yes,F,1949-01-03 00:00:00
2133,1300,Media & Entertainment,Yoichi Erikawa,72,Yokohama City,Video games,Japan,True,Yes,M,1950-10-26 00:00:00
2133,1300,Finance & Investments,Philip Fayer,45,Montreal,Online payments,Canada,True,No,M,1978-01-12 00:00:00
2133,1300,Real Estate,Marvy Finger,87,Houston,Real estate,United States,True,Unknown,M,1935-12-08 00:00:00
2133,1300,Construction & Engineering,Simona Giorgetta,45,Milan,Chemical products,Italy,False,Unknown,F,1977-04-24 00:00:00
2133,1300,Finance & Investments,Joel Greenberg,65,Gladwyne,"Trading, investments",United States,True,Unknown,M,1957-08-19 00:00:00
2133,1300,Finance & Investments,He Zhiping,59,Shenzhen,Investments,China,True,No,M,1964-01-01 00:00:00
2133,1300,Manufacturing,Heikki Herlin,36,Helsinki,"Elevators, escalators",Finland,False,Yes,M,1987-01-01 00:00:00
2133,1300,Real Estate,Hoi Kin Hong,70,Shanghai,Real estate,Macau,True,No,M,1952-09-01 00:00:00
2133,1300,Finance & Investments,Lillyn Teh Li Hua,0,,Finance,Malaysia,False,Unknown,F,
2133,1300,Finance & Investments,Gregg Hymowitz,57,New York,Asset management,United States,True,Unknown,M,1965-11-16 00:00:00
2133,1300,Service,Mitchell Jacobson,72,Locust Valley,Industrial equipment,United States,False,Unknown,M,1951-03-06 00:00:00
