rank,finalWorthInMillions,companyCategory,personName,age,city,source,countryOfCitizenship,selfMade,inherited,gender,birthDate
2020,1400,Real Estate,Kwee Liong Keng,77.0,Singapore,Real estate,Singapore,False,Yes,M,1946-01-01 00:00:00
2020,1400,Real Estate,Kwee Liong Phing,65.0,Singapore,Real estate,Singapore,False,Yes,M,1958-01-01 00:00:00
2020,1400,Real Estate,Kwee Liong Seen,70.0,Singapore,Real estate,Singapore,False,Yes,M,1953-01-01 00:00:00
2020,1400,Real Estate,Kwee Liong Tek,76.0,Singapore,Real estate,Singapore,False,Yes,M,1947-01-01 00:00:00
2020,1400,Diversified,Kwek Leng Keow,71.0,Singapore,Diversified,Singapore,False,Unknown,M,1952-01-01 00:00:00
2020,1400,Diversified,Kwek Leng Peck,67.0,Singapore,Diversified,Singapore,False,Yes,M,1956-01-01 00:00:00
2020,1400,Real Estate,Raymond Kwok,69.0,Hong Kong,Real estate,Hong Kong,False,Yes,M,1953-04-10 00:00:00
2020,1400,Diversified,Lee Ho-jin,60.0,Seoul,Diversified,South Korea,False,Yes,M,1962-12-08 00:00:00
2020,1400,Finance & Investments,Michael Lee-Chin,72.0,Burlington,Mutual funds,Canada,True,No,M,1951-01-03 00:00:00
2020,1400,Service,Manfredi Lefebvre d'Ovidio & family,69.0,Monte Carlo,Cruises,Italy,False,No,M,1953-04-30 00:00:00
2020,1400,Fashion & Retail,Bernard Lewis & family,97.0,London,Fashion retailer,United Kingdom,True,Yes,M,1926-02-10 00:00:00
2020,1400,Metals & Mining,Li Jinyang,,Chifeng,Mining,China,False,No,F,
2020,1400,Automotive,William Li,48.0,Beijing,Electric vehicles,China,True,No,M,1975-01-01 00:00:00
2020,1400,Manufacturing,Jenny Lindén Urnes,52.0,Helsingborg,Powdered metal,Sweden,False,Unknown,F,1971-03-29 00:00:00
2020,1400,Healthcare,Liu Fangyi,53.0,Shanghai,Medical equipment,China,True,No,M,
2020,1400,Technology,K.C. Liu,69.0,Taipei,Manufacturing,Taiwan,True,No,M,1954-03-20 00:00:00
2020,1400,Manufacturing,Liu Ming Chung,60.0,Hong Kong,Paper,Brazil,True,No,M,1963-01-01 00:00:00
2020,1400,Metals & Mining,Anatoly Lomakin,70.0,Moscow,Investments,Russia,True,Unknown,M,1952-06-30 00:00:00
2020,1400,Food & Beverage,Brandt Louie,79.0,Vancouver,Drugstores,Canada,False,No,M,1943-07-05 00:00:00
2020,1400,Diversified,Lucia Maggi & family,90.0,Rondonopolis,Agribusiness,Brazil,True,Yes,F,1932-07-20 00:00:00
2020,1400,Media & Entertainment,Gary Magness,69.0,Denver,"Cable TV, investments",United States,False,Unknown,M,1954-02-26 00:00:00
2020,1400,Technology,Mao Lixiang & family,82.0,Ningbo,Cooking appliances,China,True,No,M,1941-01-01 00:00:00
2020,1400,Manufacturing,David McMurtry,82.0,Wotton-under-Edge,Manufacturing,United Kingdom,True,No,M,1940-05-03 00:00:00
2020,1400,Manufacturing,Deepak Mehta,66.0,Vadodara,Chemicals,India,False,No,M,1956-12-12 00:00:00
2020,1400,Real Estate,Miao Shouliang,68.0,Shenzhen,Real estate,China,True,No,M,1955-01-01 00:00:00
2020,1400,Healthcare,Miao Yongjun,55.0,Zhengzhou,Clinical diagnostics,China,True,Yes,M,1967-12-01 00:00:00
2020,1400,Real Estate,Yoshiko Mori,82.0,Tokyo,Real estate,Japan,False,Yes,F,1940-09-24 00:00:00
2020,1400,Technology,Marius Nacht,57.0,Tel Aviv,Software,Israel,True,Unknown,M,1966-01-01 00:00:00
2020,1400,Healthcare,Tadako Nakatani,,Kobe,Medical diagnostic equipment,Japan,False,No,F,
2020,1400,Metals & Mining,Vadim Novinsky,59.0,Kiev,Steel,Ukraine,True,Yes,M,1963-06-03 00:00:00
2020,1400,Finance & Investments,Niti Osathanugrah,49.0,Bangkok,"Energy drinks,investments",Thailand,False,No,M,1973-10-18 00:00:00
2020,1400,Finance & Investments,Gretel Packer,57.0,Sydney,Investments,Australia,False,No,F,1966-04-01 00:00:00
2020,1400,Manufacturing,Pan Longquan,58.0,Nanjing,Manufacturing,China,True,Unknown,M,1965-01-01 00:00:00
2020,1400,Real Estate,Pan Shiyi,60.0,Beijing,Real estate,China,True,Yes,M,1963-01-01 00:00:00
2020,1400,Healthcare,David Paul,56.0,Audubon,Medical devices,United States,True,No,M,1966-12-25 00:00:00
2020,1400,Fashion & Retail,Tom Persson,38.0,Stockholm,H&M,Sweden,False,No,M,1985-01-01 00:00:00
2020,1400,Automotive,Qian Jinghong,50.0,Wuxi,Electric scooters,China,True,Unknown,F,1973-01-01 00:00:00
2020,1400,Manufacturing,Qin Long,57.0,Qingdao,Tire,China,True,No,M,1965-07-01 00:00:00
2020,1400,Healthcare,M.Satyanarayana Reddy,65.0,Hyderabad,Pharmaceuticals,India,True,No,M,1957-04-18 00:00:00
2020,1400,Diversified,Mochtar Riady & family,93.0,Jakarta,Diversified,Indonesia,True,No,M,1929-05-12 00:00:00
2020,1400,Fashion & Retail,Rihanna,35.0,Los Angeles,"Music, cosmetics",Barbados,True,No,F,1988-02-20 00:00:00
2020,1400,Construction & Engineering,Boris Rotenberg,66.0,Moscow,"Construction, pipes, chemicals",Russia,True,Yes,M,1957-01-03 00:00:00
2020,1400,Real Estate,Subhash Runwal,79.0,Mumbai,Real estate,India,True,Unknown,M,1943-05-22 00:00:00
2020,1400,Manufacturing,Igor Rybakov,50.0,Moscow,Building materials,Russia,True,Yes,M,1972-05-16 00:00:00
2020,1400,Healthcare,Carlos Sanchez,61.0,Santo Andre,Generic drugs,Brazil,False,Unknown,M,1962-01-21 00:00:00
2020,1400,Real Estate,Martin Selig,85.0,Seattle,Real estate,United States,True,Unknown,M,1937-12-31 00:00:00
2020,1400,Energy,Airat Shaimiev,61.0,Kazan,"Refinery, chemicals",Russia,True,Yes,M,1962-03-07 00:00:00
2020,1400,Energy,Radik Shaimiev,58.0,Kazan,"Refinery, chemicals",Russia,True,Yes,M,1964-11-14 00:00:00
2020,1400,Fashion & Retail,Nobutoshi Shimamura,97.0,Saitama,Retail,Japan,True,Yes,M,1926-03-08 00:00:00
2020,1400,Technology,Jared Smith,48.0,Provo,Cloud computing,United States,True,Unknown,M,1974-10-02 00:00:00
2020,1400,Fashion & Retail,Charlotte Soderstrom,46.0,Stockholm,H&M,Sweden,False,No,F,1977-01-01 00:00:00
2020,1400,Healthcare,Anand Surana,52.0,Bangalore,Pharmaceuticals,India,False,No,M,1971-03-24 00:00:00
2020,1400,Healthcare,Dilip Surana,57.0,Bangalore,Pharmaceuticals,India,False,No,M,1966-01-18 00:00:00
2020,1400,Finance & Investments,Wilma Tisch,95.0,New York,Diversified,United States,False,No,F,1927-06-25 00:00:00
2020,1400,Technology,Jianyi Wang,60.0,Hangzhou,Fiber optic cables,China,True,Yes,M,1963-01-12 00:00:00
2020,1400,Logistics,Wang Jilei,58.0,Shanghai,Logistics,China,True,Yes,M,1965-01-01 00:00:00
2020,1400,Manufacturing,Shuifu Wang,68.0,Hangzhou,Manufacturing,China,True,No,M,1955-02-10 00:00:00
2020,1400,Manufacturing,Wang Yanqing & family,76.0,Weihai,Carbon fiber products,China,False,No,F,1946-07-02 00:00:00
2020,1400,Metals & Mining,Wang Zelong,26.0,Jiaozuo,Chemicals,China,False,No,M,1996-07-01 00:00:00
2020,1400,Manufacturing,Werner O. Weber,84.0,Zurich,Electronic components,Switzerland,True,Unknown,M,1939-02-09 00:00:00
2020,1400,Manufacturing,Anne Werninghaus,37.0,Joinville,Industrial machinery,Brazil,False,Yes,F,1986-01-01 00:00:00
2020,1400,Finance & Investments,"Alfred West, Jr.",80.0,Paoli,Money management,United States,True,Yes,M,1942-12-07 00:00:00
2020,1400,Manufacturing,Bo Wu,68.0,Nanjing,Machinery,China,True,Unknown,M,1954-05-01 00:00:00
2020,1400,Manufacturing,Wu Chaoqun,53.0,Meishan,Chemicals,China,True,Yes,M,1969-05-18 00:00:00
2020,1400,Technology,Swift Xie,43.0,Shenzhen,Drones,China,True,Unknown,M,1980-01-01 00:00:00
2020,1400,Manufacturing,Xu Guozhong & family,59.0,Changzhou,Motors,China,True,No,M,1963-09-01 00:00:00
2020,1400,Food & Beverage,Yao Kuizhang,58.0,Hengshui,Beverages,China,True,No,M,1965-01-01 00:00:00
2020,1400,Real Estate,Yu Peidi,63.0,Shanghai,Real estate,Hong Kong,True,No,M,1960-01-01 00:00:00
2020,1400,Healthcare,Yuan Liping,52.0,Shenzhen,Pharmaceuticals,Canada,False,No,F,1971-01-01 00:00:00
2020,1400,Manufacturing,Zhang Chuanwei & family,60.0,Zhongshan,Machinery,China,True,No,M,1962-06-15 00:00:00
2020,1400,Real Estate,Zhang Keqiang,62.0,Guangzhou,Real estate,China,True,No,M,1960-04-29 00:00:00
2020,1400,Real Estate,Zhang Xin,57.0,Beijing,Real estate,China,True,Yes,F,1965-08-24 00:00:00
2020,1400,Manufacturing,Xinghai Zhang & family,60.0,Chongqing,Machinery,China,True,No,M,1963-01-01 00:00:00
2020,1400,Manufacturing,Zheng Jianjiang & family,62.0,Ningbo,Electrical equipment,China,True,No,M,1961-01-01 00:00:00
2020,1400,Real Estate,Zhong Sheng Jian,65.0,Singapore,Real estate,Singapore,True,No,M,1958-03-03 00:00:00
2020,1400,Fashion & Retail,Zhou Chengjian,57.0,Shanghai,Fashion retail,China,True,No,M,1965-04-30 00:00:00
2020,1400,Diversified,Boris Zingarevich,63.0,Saint Petersburg,"Pulp and paper, diversified",Russia,True,Unknown,M,1959-07-08 00:00:00
2133,1300,Automotive,A. Jayson Adair,53.0,Dallas,Damaged cars,United States,True,Yes,M,1969-10-16 00:00:00
2133,1300,Logistics,Soegiarto Adikoesoemo,85.0,Surabaya,Chemicals,Indonesia,True,Unknown,M,1938-03-24 00:00:00
2133,1300,Healthcare,Rajendra Agarwal,64.0,Mumbai,Pharmaceuticals,India,True,No,M,1959-02-25 00:00:00
2133,1300,Healthcare,Chirayu Amin,76.0,Baroda,Pharmaceuticals,India,False,No,M,1946-12-04 00:00:00
2133,1300,Real Estate,Anant Asavabhokhin,72.0,Bangkok,Real estate,Thailand,True,Unknown,M,1950-08-11 00:00:00
2133,1300,Finance & Investments,Roman Avdeev,55.0,Moscow,"Banking, development",Russia,True,Unknown,M,1967-07-17 00:00:00
2133,1300,Automotive,Ziv Aviram,64.0,Mevaseret Zion,Automotive technology,Israel,True,No,M,1959-01-03 00:00:00
2133,1300,Fashion & Retail,Sachin Bansal,41.0,Bangalore,Flipkart,India,True,Unknown,M,1981-08-05 00:00:00
2133,1300,Energy,Kiki Barki,83.0,Jakarta,Coal,Indonesia,True,No,M,1939-11-25 00:00:00
2133,1300,Construction & Engineering,Elena Baturina,60.0,London,"Investments, real estate",Russia,True,No,F,1963-03-08 00:00:00
2133,1300,Healthcare,Banwari Lal Bawri,70.0,Mumbai,Pharmaceuticals,India,True,No,M,1953-04-02 00:00:00
2133,1300,Finance & Investments,Othman Benjelloun & family,90.0,Casablanca,"Banking, insurance",Morocco,False,Unknown,M,1932-11-01 00:00:00
2133,1300,Diversified,Hari Bhartia,66.0,Delhi,Diversified,India,False,No,M,1956-12-12 00:00:00
2133,1300,Healthcare,Shyam Bhartia,70.0,Delhi,"Pharmaceuticals, food",India,False,No,M,1952-11-09 00:00:00
2133,1300,Technology,Stewart Butterfield,50.0,Aspen,Messaging software,Canada,True,No,M,1973-03-21 00:00:00
2133,1300,Technology,Cai Mingtong,71.0,Quanzhou,Electronic components,China,True,No,M,1952-02-15 00:00:00
2133,1300,Technology,Anthony Casalena,40.0,Monkton,Software,United States,True,Unknown,M,1982-04-24 00:00:00
2133,1300,Manufacturing,Chang Jianming & family,58.0,Shanghai,Industrial equipment,China,True,Unknown,M,1965-02-11 00:00:00
2133,1300,Real Estate,Richard Chang,76.0,Taipei,"Real estate, electronics",Taiwan,True,No,M,1947-01-01 00:00:00
2133,1300,Metals & Mining,Chen Xuehua,62.0,Tongxiang,Minerals processing,China,True,No,M,1961-01-01 00:00:00
2133,1300,Manufacturing,Chen Yin,50.0,Shanghai,Power tools,China,True,Unknown,M,1973-01-01 00:00:00
2133,1300,Automotive,Chin Jong Hwa,64.0,Taoyuan,Auto parts,Taiwan,True,No,M,1958-06-01 00:00:00
2133,1300,Telecom,R. Marcelo Claure,52.0,Miami Beach,Cell phone distribution,United States,True,Unknown,M,1970-12-09 00:00:00
2133,1300,Finance & Investments,Alberto Cortina,77.0,Madrid,Investments,Spain,True,Unknown,M,1946-01-20 00:00:00
2133,1300,Real Estate,Eduardo Costantini,76.0,Buenos Aires,Real estate,Argentina,True,No,M,1946-09-17 00:00:00
2133,1300,Food & Beverage,Wenjun Dai,54.0,Changsha,Food,China,True,No,M,1968-08-12 00:00:00
2133,1300,Technology,Anand Deshpande,60.0,Pune,Technology,India,True,Unknown,M,1962-05-01 00:00:00
2133,1300,Media & Entertainment,Aydin Dogan,86.0,Istanbul,Media,Turkey,True,Yes,M,1936-04-15 00:00:00
2133,1300,Finance & Investments,Annalisa Doris,52.0,Segrate,Financial services,Italy,False,Unknown,F,1970-05-07 00:00:00
2133,1300,Finance & Investments,Massimo Doris,55.0,Milan,Financial services,Italy,False,Unknown,M,1967-06-09 00:00:00
2133,1300,Healthcare,Weimin Du,59.0,Shenzhen,Vaccines,China,True,No,M,1963-12-01 00:00:00
2133,1300,Energy,Timothy Dunn & family,67.0,Midland,Energy,United States,True,Unknown,M,1955-12-18 00:00:00
2133,1300,Media & Entertainment,Keiko Erikawa,74.0,Yokohama City,Video games,Japan,True,Yes,F,1949-01-03 00:00:00
2133,1300,Media & Entertainment,Yoichi Erikawa,72.0,Yokohama City,Video games,Japan,True,Yes,M,1950-10-26 00:00:00
2133,1300,Finance & Investments,Philip Fayer,45.0,Montreal,Online payments,Canada,True,No,M,1978-01-12 00:00:00
2133,1300,Real Estate,Marvy Finger,87.0,Houston,Real estate,United States,True,Unknown,M,1935-12-08 00:00:00
2133,1300,Construction & Engineering,Simona Giorgetta,45.0,Milan,Chemical products,Italy,False,Unknown,F,1977-04-24 00:00:00
2133,1300,Finance & Investments,Joel Greenberg,65.0,Gladwyne,"Trading, investments",United States,True,Unknown,M,1957-08-19 00:00:00
2133,1300,Finance & Investments,He Zhiping,59.0,Shenzhen,Investments,China,True,No,M,1964-01-01 00:00:00
2133,1300,Manufacturing,Heikki Herlin,36.0,Helsinki,"Elevators, escalators",Finland,False,Yes,M,1987-01-01 00:00:00
2133,1300,Real Estate,Hoi Kin Hong,70.0,Shanghai,Real estate,Macau,True,No,M,1952-09-01 00:00:00
2133,1300,Finance & Investments,Lillyn Teh Li Hua,,,Finance,Malaysia,False,Unknown,F,
2133,1300,Finance & Investments,Gregg Hymowitz,57.0,New York,Asset management,United States,True,Unknown,M,1965-11-16 00:00:00
2133,1300,Service,Mitchell Jacobson,72.0,Locust Valley,Industrial equipment,United States,False,Unknown,M,1951-03-06 00:00:00
2133,1300,Manufacturing,Anurang Jain,61.0,Aurangabad,Auto parts,India,True,No,M,1962-03-21 00:00:00
2133,1300,Manufacturing,Jiang Guiting & family,64.0,Dezhou,Manufacturing,China,True,Unknown,M,1958-07-01 00:00:00
2133,1300,Manufacturing,Jin Xin,56.0,Fuxin,Manufacturing,China,True,No,M,1967-01-08 00:00:00
2133,1300,Finance & Investments,Conni Jonsson,62.0,Stockholm,Asset management,Sweden,True,No,M,1960-07-15 00:00:00
2133,1300,Finance & Investments,George Joseph,101.0,Los Angeles,Insurance,United States,True,No,M,1921-09-11 00:00:00
2133,1300,Technology,Laurent Junique,57.0,Singapore,Call centers,France,True,Yes,M,1965-12-01 00:00:00
2133,1300,Diversified,Zbigniew Juroszek & family,60.0,Cieszyn,"Real estate, gambling",Poland,True,Yes,M,1962-07-07 00:00:00
2133,1300,Technology,Alexander Karp,55.0,Palo Alto,Software firm,United States,True,Yes,M,1967-10-01 00:00:00
2133,1300,Healthcare,Joe Kiani,58.0,Irvine,Medical devices,United States,True,Unknown,M,1964-09-16 00:00:00
2133,1300,Finance & Investments,Seth Klarman,65.0,Chestnut Hill,Investments,United States,True,No,M,1957-05-01 00:00:00
2133,1300,Technology,Kagemasa Kozuki,82.0,Tokyo,Video games,Japan,True,No,M,1940-11-12 00:00:00
2133,1300,Technology,Michael Krasny,69.0,Highland Park,Retail,United States,True,Unknown,M,1953-08-08 00:00:00
2133,1300,Technology,Eduard Kucera,70.0,Prague,Software,Czech Republic,True,No,M,1953-01-11 00:00:00
2133,1300,Finance & Investments,Kristo Käärmann,42.0,London,"Payments, banking",Estonia,True,Yes,M,1980-09-01 00:00:00
2133,1300,Fashion & Retail,Gary Lauder,60.0,Atherton,Estée Lauder,United States,False,No,M,1962-05-05 00:00:00
2133,1300,Technology,Lee Hae-jin,55.0,Seoul,Internet,South Korea,True,No,M,1967-06-22 00:00:00
2133,1300,Diversified,Art Levinson,73.0,Hillsborough,"Genentech, Apple",United States,True,No,M,1950-03-31 00:00:00
2133,1300,Food & Beverage,Li Denghai,73.0,Laizhou,Seed production,China,True,No,M,1949-09-01 00:00:00
2133,1300,Diversified,Fengluan Li,61.0,Ruzhou,"Steel, diversified",China,True,Unknown,F,1962-01-01 00:00:00
2133,1300,Manufacturing,Li Yongqing,58.0,Hangzhou,Petro Firbe,China,True,No,M,1964-06-30 00:00:00
2133,1300,Manufacturing,Li Zhigang,46.0,Wuhan,Machinery,China,True,No,M,1976-06-01 00:00:00
2133,1300,Healthcare,Liu Gexin & family,71.0,Chengdu,Pharmaceuticals,China,True,Unknown,M,1951-05-12 00:00:00
2133,1300,Food & Beverage,Itamar Locks & family,68.0,Rondonopolis,Agribusiness,Brazil,False,Yes,M,1955-01-01 00:00:00
2133,1300,Media & Entertainment,Lu Hongyan,45.0,Xiamen,Online games,China,True,Yes,M,1977-05-31 00:00:00
2133,1300,Healthcare,Lv Jianming,58.0,Hangzhou,Medical equipment,Hong Kong,True,No,M,1965-01-01 00:00:00
2133,1300,Food & Beverage,Blairo Maggi,66.0,Cuiaba,Agribusiness,Brazil,False,Yes,M,1956-05-29 00:00:00
2133,1300,Diversified,Yasseen Mansour,61.0,Cairo,Diversified,Egypt,True,Yes,M,1961-08-08 00:00:00
2133,1300,Fashion & Retail,Charlwin Mao,,Shanghai,E-commerce,China,True,No,M,
2133,1300,Real Estate,George Marcus,81.0,Los Altos Hills,Real estate,United States,True,No,M,1941-08-15 00:00:00
2133,1300,Healthcare,Yves-Loic Martin,57.0,Nantes,Laboratory services,France,True,No,M,1966-01-01 00:00:00
2133,1300,Finance & Investments,Carsten Maschmeyer,63.0,Munich,Finance services,Germany,True,Yes,M,1959-05-08 00:00:00
2133,1300,Finance & Investments,Lillian Teh Li Ming,,,Banking,Malaysia,False,Unknown,F,
2133,1300,Logistics,Martin Moller Nielsen,58.0,Lugano,Aircraft leasing,Denmark,True,Unknown,M,1964-08-01 00:00:00
2133,1300,Finance & Investments,Jahm Najafi,60.0,Paradise Valley,Investments,United States,True,Unknown,M,1963-03-19 00:00:00
2133,1300,Finance & Investments,Randal Nardone,67.0,New York,"Investments, energy",United States,True,Unknown,M,1955-06-22 00:00:00
2133,1300,Food & Beverage,Nguyen Dang Quang,59.0,Ho Chi Minh City,"Consumer products, banking",Vietnam,True,No,M,1963-08-23 00:00:00
2133,1300,Gambling & Casinos,Kazuo Okada,80.0,Tokyo,Casinos,Japan,True,No,M,1942-10-03 00:00:00
2133,1300,Healthcare,John Oyler,55.0,,Biotech,United States,True,Yes,M,1968-04-03 00:00:00
2133,1300,Finance & Investments,William Teh Lee Pang,,,Banking,Malaysia,False,Unknown,M,
2133,1300,Manufacturing,George Pedersen & family,87.0,McLean,Defense contractor,United States,True,Yes,M,1935-08-18 00:00:00
2133,1300,Fashion & Retail,Qu Miranda,38.0,Shanghai,E-commerce,China,True,No,F,1985-01-01 00:00:00
2133,1300,Real Estate,Jupally Rameshwar Rao,67.0,Hyderabad,Real estate,India,True,Yes,M,1955-09-16 00:00:00
2133,1300,Logistics,G. M. Rao,72.0,Bangalore,Infrastructure,India,True,No,M,1950-07-01 00:00:00
2133,1300,Healthcare,P.V. Ramprasad Reddy,65.0,Hyderabad,Pharmaceuticals,India,True,No,M,1958-03-30 00:00:00
2133,1300,Healthcare,Satish Reddy,55.0,Hyderabad,Pharmaceuticals,India,False,Unknown,M,1967-06-09 00:00:00
2133,1300,Fashion & Retail,Fernando Roig,75.0,Valencia,Supermarkets,Spain,False,No,M,1947-06-25 00:00:00
2133,1300,Diversified,Igor Rotenberg,49.0,Moscow,"Investments, real estate",Russia,True,Unknown,M,1973-05-09 00:00:00
2133,1300,Manufacturing,Seifeddin Rustamov,60.0,,Chemicals,Russia,True,Unknown,M,1962-06-17 00:00:00
2133,1300,Diversified,Deniz Sahenk,77.0,Istanbul,Diversified,Turkey,False,Unknown,F,1945-08-06 00:00:00
2133,1300,Food & Beverage,Nobutada Saji,77.0,Tokyo,Beverages,Japan,False,Yes,M,1945-11-25 00:00:00
2133,1300,Gambling & Casinos,Hajime Satomi,81.0,Tokyo,"Video games, pachinko",Japan,True,Unknown,M,1942-01-16 00:00:00
2133,1300,Technology,James Scapa,66.0,Atherton,Software,United States,True,Unknown,M,1957-01-23 00:00:00
2133,1300,Manufacturing,Stephan Schnabel,48.0,,Chemicals,Germany,False,Yes,M,1975-01-18 00:00:00
2133,1300,Healthcare,Devi Shetty,70.0,Bangalore,Healthcare,India,True,Yes,M,1953-01-01 00:00:00
2133,1300,Diversified,Albert Shigaboutdinov,70.0,Kazan,"Refinery, chemicals",Russia,True,Unknown,M,1952-11-12 00:00:00
2133,1300,Finance & Investments,Diana Teh Li Shing,,,Banking,Malaysia,False,Unknown,F,
2133,1300,Food & Beverage,Denis Shtengelov,50.0,Gold Coast,"Food, retail",Russia,True,Unknown,M,1972-05-14 00:00:00
2133,1300,Manufacturing,Fei Song,56.0,Yantai,Machinery,China,True,No,M,1966-09-12 00:00:00
2133,1300,Sports,Hal Steinbrenner,54.0,Tampa,Sports,United States,False,Unknown,M,1968-12-03 00:00:00
2133,1300,Sports,Jessica Steinbrenner,59.0,Tampa,Sports,United States,False,Unknown,F,1964-03-26 00:00:00
2133,1300,Sports,Jennifer Steinbrenner Swindal,63.0,Tampa,Sports,United States,False,Unknown,F,1959-07-28 00:00:00
2133,1300,Metals & Mining,Konstantin Strukov & family,64.0,Chelyabinsk,"Gold, coal mining",Russia,True,Unknown,M,1958-09-10 00:00:00
2133,1300,Energy,Rustem Sulteev,69.0,Kazan,"Refinery, chemicals",Russia,True,Unknown,M,1954-01-04 00:00:00
2133,1300,Food & Beverage,Clemens Toennies,66.0,Rheda-Wiedenbrück,Meat processing,Germany,True,No,M,1956-05-27 00:00:00
2133,1300,Food & Beverage,Robert Toennies,44.0,Rheda-Wiedenbrück,Meat processing,Germany,False,No,M,1978-05-29 00:00:00
2133,1300,Real Estate,John Van Lieshout,77.0,Brisbane,Real estate,Australia,True,No,M,1946-01-12 00:00:00
2133,1300,Healthcare,Pongsak Viddayakorn,89.0,Bangkok,Hospitals,Thailand,True,Yes,M,1934-03-23 00:00:00
2133,1300,Fashion & Retail,Wang Jianguo,63.0,Nanjing,Retail,China,True,No,M,1960-01-01 00:00:00
2133,1300,Service,Junjin Wang,54.0,Shanghai,Airline,China,True,No,M,1968-12-01 00:00:00
2133,1300,Manufacturing,Wang Mingwang,55.0,Shenzhen,Electronics components,China,True,No,M,1967-05-02 00:00:00
2133,1300,Technology,Wei Lidong & family,47.0,Shanghai,Software,China,True,No,M,1976-01-01 00:00:00
2133,1300,Fashion & Retail,Myron Wentz,83.0,Grand Cayman,Health products,St. Kitts and Nevis,True,No,M,1940-01-01 00:00:00
2133,1300,Manufacturing,Wu Xiaoge,50.0,Chengdu,Battery components,China,True,Yes,F,1972-11-01 00:00:00
2133,1300,Diversified,Wu Xushun & family,74.0,Wuhu,Internet,China,True,No,M,1948-04-28 00:00:00
2133,1300,Healthcare,Xiong Xiaochuan,57.0,Shenzhen,Medical devices,China,True,Unknown,M,1966-01-01 00:00:00
2133,1300,Technology,Xu Shaochun,60.0,Shenzhen,Software,China,True,No,M,1963-01-01 00:00:00
2133,1300,Technology,Yan Jane & family,53.0,Beijing,Software,China,True,Yes,F,1969-07-19 00:00:00
2133,1300,Manufacturing,Zeng Chaoyi,54.0,Changsha,Aluminum products,China,True,Unknown,M,1969-04-01 00:00:00
2133,1300,Service,Peng Zhao,52.0,Beijing,Online recruitment,China,True,Unknown,M,1971-01-01 00:00:00
2133,1300,Service,Zhao Tongtong,56.0,Hong Kong,Hotels,Canada,True,Unknown,F,1967-01-01 00:00:00
2133,1300,Metals & Mining,Kostyantin Zhevago,49.0,Kiev,Mining,Ukraine,True,Unknown,M,1974-01-07 00:00:00
2133,1300,Manufacturing,Zong Yanmin,,Jinan,Semiconductor materials,China,True,Unknown,M,
2259,1200,Finance & Investments,Sanjay Agarwal,52.0,Jaipur,Banking,India,True,Unknown,M,1970-09-08 00:00:00
2259,1200,Finance & Investments,Hamad bin Jassim bin Jaber Al Thani,63.0,Doha,Investments,Qatar,False,Unknown,M,1959-10-01 00:00:00
2259,1200,Diversified,Joao Alves de Queiroz Filho,70.0,São Paulo,Pharmaceuticals,Brazil,True,Yes,M,1953-01-01 00:00:00
2259,1200,Metals & Mining,Jose Maria Aristrain,60.0,Gstaad,Steel,Spain,False,Unknown,M,1962-11-02 00:00:00
2259,1200,Finance & Investments,Michael Arougheti,50.0,Nyack,Finance,United States,True,Unknown,M,1972-10-10 00:00:00
2259,1200,Technology,Tope Awotona,41.0,Atlanta,Software,United States,True,No,M,1981-04-22 00:00:00
2259,1200,Healthcare,Mehmet Aydinlar,66.0,Istanbul,Hospitals,Turkey,True,No,M,1956-07-27 00:00:00
2259,1200,Real Estate,Danna Azrieli,55.0,Herzliya,Real estate,Israel,False,No,F,1967-06-03 00:00:00
2259,1200,Real Estate,Naomi Azrieli,57.0,Toronto,Real estate,Canada,False,No,F,1965-09-26 00:00:00
2259,1200,Real Estate,Sharon Azrieli,62.0,Montreal,Real estate,Canada,False,No,F,1960-08-04 00:00:00
2259,1200,Energy,Bai Houshan,59.0,Ningbo,Lithium battery,China,True,No,M,1964-01-01 00:00:00
2259,1200,Finance & Investments,Thomas Bailey,86.0,Aspen,Money management,United States,True,Unknown,M,1937-01-01 00:00:00
2259,1200,Healthcare,Bernhard Braun-Luedicke,46.0,Melsungen,Medical technology,Germany,False,No,M,1977-01-01 00:00:00
2259,1200,Healthcare,Eva Maria Braun-Luedicke,36.0,Melsungen,Medical technology,Germany,False,No,F,1987-01-01 00:00:00
2259,1200,Healthcare,Friederike Braun-Luedicke,39.0,Melsungen,Medical technology,Germany,False,Unknown,F,1984-01-01 00:00:00
2259,1200,Real Estate,Jeffrey Cheah,78.0,Kuala Lumpur,"Property, healthcare",Malaysia,True,No,M,1945-03-30 00:00:00
2259,1200,Food & Beverage,Chen Xianbao & family,63.0,Hefei,Food,China,True,No,M,1959-05-19 00:00:00
2259,1200,Healthcare,Cheng Xianfeng,54.0,Hefei,Pharmaceuticals,China,True,No,M,1968-12-01 00:00:00
2259,1200,Fashion & Retail,Chung Yong-jin,54.0,Seoul,Retail,South Korea,False,No,M,1968-09-19 00:00:00
2259,1200,Service,Darwin Deason,82.0,Dallas,Software,United States,True,No,M,1940-05-14 00:00:00
2259,1200,Fashion & Retail,Diego Della Valle,69.0,Sant'' Elpidio A Mare,Shoes,Italy,False,No,M,1953-12-30 00:00:00
2259,1200,Manufacturing,Ashwin Desai,71.0,Surat,Specialty chemicals,India,True,Unknown,M,1951-09-18 00:00:00
2259,1200,Media & Entertainment,Richard Desmond,71.0,London,Publishing,United Kingdom,True,No,M,1951-12-08 00:00:00
